"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-LaptopNameComparatorJaccard-record1Value","0-LaptopNameComparatorJaccard-record2Value","0-LaptopNameComparatorJaccard-record1PreprocessedValue","0-LaptopNameComparatorJaccard-record2PreprocessedValue","0-LaptopNameComparatorJaccard-similarity","0-LaptopNameComparatorJaccard-postproccesedSimilarity","1-LaptopComparatorMongeElkan-record1Value","1-LaptopComparatorMongeElkan-record2Value","1-LaptopComparatorMongeElkan-record1PreprocessedValue","1-LaptopComparatorMongeElkan-record2PreprocessedValue","1-LaptopComparatorMongeElkan-similarity","1-LaptopComparatorMongeElkan-postproccesedSimilarity","2-LaptopComparatorMongeElkanTfIdf-record1Value","2-LaptopComparatorMongeElkanTfIdf-record2Value","2-LaptopComparatorMongeElkanTfIdf-record1PreprocessedValue","2-LaptopComparatorMongeElkanTfIdf-record2PreprocessedValue","2-LaptopComparatorMongeElkanTfIdf-similarity","2-LaptopComparatorMongeElkanTfIdf-postproccesedSimilarity"
"WekaMatchingRule","microcenter_5","microcart_113","0.16666666666666666",,"Lenovo ThinkPad E480 14in Laptop Computer - Black Intel Core i7-8550U Processor 1.8GHz;  AMD Radeon RX 550 2GB;  8GB RAM;  500GB 7;200RPM Hard Drive","SMART BUY ELITEBOOK 830 G5 (3RB98UTABA) (0192545002752) (HP INC. - SB NOTEBOOKS)","Lenovo ThinkPad E480 14in Laptop Computer - Black Intel Core i7-8550U Processor 1.8GHz;  AMD Radeon RX 550 2GB;  8GB RAM;  500GB 7;200RPM Hard Drive","SMART BUY ELITEBOOK 830 G5 (3RB98UTABA) (0192545002752) (HP INC. - SB NOTEBOOKS)","0.0","0.0","Lenovo ThinkPad E480 14in Laptop Computer - Black Intel Core i7-8550U Processor 1.8GHz;  AMD Radeon RX 550 2GB;  8GB RAM;  500GB 7;200RPM Hard Drive","SMART BUY ELITEBOOK 830 G5 (3RB98UTABA) (0192545002752) (HP INC. - SB NOTEBOOKS)","Lenovo ThinkPad E480 14in Laptop Computer - Black Intel Core i7-8550U Processor 1.8GHz;  AMD Radeon RX 550 2GB;  8GB RAM;  500GB 7;200RPM Hard Drive","SMART BUY ELITEBOOK 830 G5 (3RB98UTABA) (0192545002752) (HP INC. - SB NOTEBOOKS)","0.045","0.045","Lenovo ThinkPad E480 14in Laptop Computer - Black Intel Core i7-8550U Processor 1.8GHz;  AMD Radeon RX 550 2GB;  8GB RAM;  500GB 7;200RPM Hard Drive","SMART BUY ELITEBOOK 830 G5 (3RB98UTABA) (0192545002752) (HP INC. - SB NOTEBOOKS)","Lenovo ThinkPad E480 14in Laptop Computer - Black Intel Core i7-8550U Processor 1.8GHz;  AMD Radeon RX 550 2GB;  8GB RAM;  500GB 7;200RPM Hard Drive","SMART BUY ELITEBOOK 830 G5 (3RB98UTABA) (0192545002752) (HP INC. - SB NOTEBOOKS)","0.5102673649681052","0.5102673649681052"
"WekaMatchingRule","antonline_420","antonline_129","0.9344262295081968",,"HP ZBook 15 G3 15.6in Mobile Workstation","HP ProBook 650 G2 15.6in Notebook","HP ZBook 15 G3 15.6in Mobile Workstation","HP ProBook 650 G2 15.6in Notebook","0.38461538461538464","0.38461538461538464","HP ZBook 15 G3 15.6in Mobile Workstation","HP ProBook 650 G2 15.6in Notebook","HP ZBook 15 G3 15.6in Mobile Workstation","HP ProBook 650 G2 15.6in Notebook","0.3333333333333333","0.3333333333333333","HP ZBook 15 G3 15.6in Mobile Workstation","HP ProBook 650 G2 15.6in Notebook","HP ZBook 15 G3 15.6in Mobile Workstation","HP ProBook 650 G2 15.6in Notebook","0.6925925925925926","0.6925925925925926"
"WekaMatchingRule","antonline_730","bestbuy_758","0.16666666666666666",,"MSI PS42 8RB-060 14in LCD Gaming Notebook","Lenovo - Flex 6-14IKB 2-in-1 14in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Onyx Black","MSI PS42 8RB-060 14in LCD Gaming Notebook","Lenovo - Flex 6-14IKB 2-in-1 14in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Onyx Black","0.06060606060606061","0.06060606060606061","MSI PS42 8RB-060 14in LCD Gaming Notebook","Lenovo - Flex 6-14IKB 2-in-1 14in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Onyx Black","MSI PS42 8RB-060 14in LCD Gaming Notebook","Lenovo - Flex 6-14IKB 2-in-1 14in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Onyx Black","0.14634146341463414","0.14634146341463414","MSI PS42 8RB-060 14in LCD Gaming Notebook","Lenovo - Flex 6-14IKB 2-in-1 14in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Onyx Black","MSI PS42 8RB-060 14in LCD Gaming Notebook","Lenovo - Flex 6-14IKB 2-in-1 14in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Onyx Black","0.45543851662353124","0.45543851662353124"
"WekaMatchingRule","bestbuy_744","nautilusnet_29","0.16666666666666666",,"Lenovo - 530S-14IKB 14in Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Onyx Black","HP EliteBook 1020 x360 G2 - 12.5in FHD Intel i7-7600U - 16GB - 512 GB NVME -  HD 615 - backlit - HD cam - W10P-64 - 2UE51UTABA","Lenovo - 530S-14IKB 14in Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Onyx Black","HP EliteBook 1020 x360 G2 - 12.5in FHD Intel i7-7600U - 16GB - 512 GB NVME -  HD 615 - backlit - HD cam - W10P-64 - 2UE51UTABA","0.10869565217391304","0.10869565217391304","Lenovo - 530S-14IKB 14in Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Onyx Black","HP EliteBook 1020 x360 G2 - 12.5in FHD Intel i7-7600U - 16GB - 512 GB NVME -  HD 615 - backlit - HD cam - W10P-64 - 2UE51UTABA","Lenovo - 530S-14IKB 14in Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Onyx Black","HP EliteBook 1020 x360 G2 - 12.5in FHD Intel i7-7600U - 16GB - 512 GB NVME -  HD 615 - backlit - HD cam - W10P-64 - 2UE51UTABA","0.0707070707070707","0.0707070707070707","Lenovo - 530S-14IKB 14in Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Onyx Black","HP EliteBook 1020 x360 G2 - 12.5in FHD Intel i7-7600U - 16GB - 512 GB NVME -  HD 615 - backlit - HD cam - W10P-64 - 2UE51UTABA","Lenovo - 530S-14IKB 14in Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Onyx Black","HP EliteBook 1020 x360 G2 - 12.5in FHD Intel i7-7600U - 16GB - 512 GB NVME -  HD 615 - backlit - HD cam - W10P-64 - 2UE51UTABA","0.5234312626681283","0.5234312626681283"
"WekaMatchingRule","massgenie_461","bestbuy_747","0.16666666666666666",,"Asus - Notebooks UX490UA-XH74-BL Zenbook 3 Deluxe Ultraportable Laptop","Lenovo - 530S-14IKB 14in QHD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX150 - 512GB Solid State Drive - Onyx Black","Asus - Notebooks UX490UA-XH74-BL Zenbook 3 Deluxe Ultraportable Laptop","Lenovo - 530S-14IKB 14in QHD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX150 - 512GB Solid State Drive - Onyx Black","0.02702702702702703","0.02702702702702703","Asus - Notebooks UX490UA-XH74-BL Zenbook 3 Deluxe Ultraportable Laptop","Lenovo - 530S-14IKB 14in QHD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX150 - 512GB Solid State Drive - Onyx Black","Asus - Notebooks UX490UA-XH74-BL Zenbook 3 Deluxe Ultraportable Laptop","Lenovo - 530S-14IKB 14in QHD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX150 - 512GB Solid State Drive - Onyx Black","0.1","0.1","Asus - Notebooks UX490UA-XH74-BL Zenbook 3 Deluxe Ultraportable Laptop","Lenovo - 530S-14IKB 14in QHD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX150 - 512GB Solid State Drive - Onyx Black","Asus - Notebooks UX490UA-XH74-BL Zenbook 3 Deluxe Ultraportable Laptop","Lenovo - 530S-14IKB 14in QHD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX150 - 512GB Solid State Drive - Onyx Black","0.5491531942629769","0.5491531942629769"
"WekaMatchingRule","bestbuy_581","truecurate_354","0.9344262295081968",,"HP - 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - HP Matte Finish In Shadow Black And Acid Green","HP 15-CX0030NR 15.6&amp;quot; Laptop Intel Core i5 8GB Memory NVIDIA GeForce GTX 1050 Ti 1TB Hard Drive + 128GB Solid State Matte Finish In Shadow Black And Acid Green","HP - 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - HP Matte Finish In Shadow Black And Acid Green","HP 15-CX0030NR 15.6&amp;quot; Laptop Intel Core i5 8GB Memory NVIDIA GeForce GTX 1050 Ti 1TB Hard Drive + 128GB Solid State Matte Finish In Shadow Black And Acid Green","0.8611111111111112","0.8611111111111112","HP - 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - HP Matte Finish In Shadow Black And Acid Green","HP 15-CX0030NR 15.6&amp;quot; Laptop Intel Core i5 8GB Memory NVIDIA GeForce GTX 1050 Ti 1TB Hard Drive + 128GB Solid State Matte Finish In Shadow Black And Acid Green","HP - 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - HP Matte Finish In Shadow Black And Acid Green","HP 15-CX0030NR 15.6&amp;quot; Laptop Intel Core i5 8GB Memory NVIDIA GeForce GTX 1050 Ti 1TB Hard Drive + 128GB Solid State Matte Finish In Shadow Black And Acid Green","0.7796407185628742","0.7796407185628742","HP - 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - HP Matte Finish In Shadow Black And Acid Green","HP 15-CX0030NR 15.6&amp;quot; Laptop Intel Core i5 8GB Memory NVIDIA GeForce GTX 1050 Ti 1TB Hard Drive + 128GB Solid State Matte Finish In Shadow Black And Acid Green","HP - 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - HP Matte Finish In Shadow Black And Acid Green","HP 15-CX0030NR 15.6&amp;quot; Laptop Intel Core i5 8GB Memory NVIDIA GeForce GTX 1050 Ti 1TB Hard Drive + 128GB Solid State Matte Finish In Shadow Black And Acid Green","0.9279607271383374","0.9279607271383374"
"WekaMatchingRule","bhphotovideo_75","sdicraft_252","0.9344262295081968",,"15.6in IdeaPad 330 Multi-Touch Notebook","HP 15.6in EliteBook 850 G5 Notebook","15.6in IdeaPad 330 Multi-Touch Notebook","HP 15.6in EliteBook 850 G5 Notebook","0.3076923076923077","0.3076923076923077","15.6in IdeaPad 330 Multi-Touch Notebook","HP 15.6in EliteBook 850 G5 Notebook","15.6in IdeaPad 330 Multi-Touch Notebook","HP 15.6in EliteBook 850 G5 Notebook","0.2571428571428571","0.2571428571428571","15.6in IdeaPad 330 Multi-Touch Notebook","HP 15.6in EliteBook 850 G5 Notebook","15.6in IdeaPad 330 Multi-Touch Notebook","HP 15.6in EliteBook 850 G5 Notebook","0.6167542480349331","0.6167542480349331"
"WekaMatchingRule","buydig_225","macmall_581","0.16666666666666666",,"Asus 11.6'' Intel Dual Core Celeron","HP Inc. ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 256 GB SSD - DVD SuperMulti - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi; Bluetooth - kbd: US (V1H09UTABA)","Asus 11.6'' Intel Dual Core Celeron","HP Inc. ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 256 GB SSD - DVD SuperMulti - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi; Bluetooth - kbd: US (V1H09UTABA)","0.018867924528301886","0.018867924528301886","Asus 11.6'' Intel Dual Core Celeron","HP Inc. ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 256 GB SSD - DVD SuperMulti - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi; Bluetooth - kbd: US (V1H09UTABA)","Asus 11.6'' Intel Dual Core Celeron","HP Inc. ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 256 GB SSD - DVD SuperMulti - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi; Bluetooth - kbd: US (V1H09UTABA)","0.17142857142857143","0.17142857142857143","Asus 11.6'' Intel Dual Core Celeron","HP Inc. ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 256 GB SSD - DVD SuperMulti - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi; Bluetooth - kbd: US (V1H09UTABA)","Asus 11.6'' Intel Dual Core Celeron","HP Inc. ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 256 GB SSD - DVD SuperMulti - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi; Bluetooth - kbd: US (V1H09UTABA)","0.3473302432445819","0.3473302432445819"
"WekaMatchingRule","macmall_581","pcmg_320","0.9344262295081968",,"HP Inc. ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 256 GB SSD - DVD SuperMulti - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi; Bluetooth - kbd: US (V1H09UTABA)","HP Inc. Smart Buy ZBook 15 G3 Intel Xeon Quad-Core E3-1505M 2.80GHz Mobile Workstation - 16GB RAM; 512GB SSD; 15.6in LED FHD; Gigabit Ethernet; 802.11ac; Bluetooth; Webcam; TPM + Fingerprint Reader; 9-cell 90 Wh Li-Ion Polymer (V2W13UTABA)","HP Inc. ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 256 GB SSD - DVD SuperMulti - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi; Bluetooth - kbd: US (V1H09UTABA)","HP Inc. Smart Buy ZBook 15 G3 Intel Xeon Quad-Core E3-1505M 2.80GHz Mobile Workstation - 16GB RAM; 512GB SSD; 15.6in LED FHD; Gigabit Ethernet; 802.11ac; Bluetooth; Webcam; TPM + Fingerprint Reader; 9-cell 90 Wh Li-Ion Polymer (V2W13UTABA)","0.1686746987951807","0.1686746987951807","HP Inc. ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 256 GB SSD - DVD SuperMulti - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi; Bluetooth - kbd: US (V1H09UTABA)","HP Inc. Smart Buy ZBook 15 G3 Intel Xeon Quad-Core E3-1505M 2.80GHz Mobile Workstation - 16GB RAM; 512GB SSD; 15.6in LED FHD; Gigabit Ethernet; 802.11ac; Bluetooth; Webcam; TPM + Fingerprint Reader; 9-cell 90 Wh Li-Ion Polymer (V2W13UTABA)","HP Inc. ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 256 GB SSD - DVD SuperMulti - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi; Bluetooth - kbd: US (V1H09UTABA)","HP Inc. Smart Buy ZBook 15 G3 Intel Xeon Quad-Core E3-1505M 2.80GHz Mobile Workstation - 16GB RAM; 512GB SSD; 15.6in LED FHD; Gigabit Ethernet; 802.11ac; Bluetooth; Webcam; TPM + Fingerprint Reader; 9-cell 90 Wh Li-Ion Polymer (V2W13UTABA)","0.06581196581196581","0.06581196581196581","HP Inc. ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 256 GB SSD - DVD SuperMulti - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi; Bluetooth - kbd: US (V1H09UTABA)","HP Inc. Smart Buy ZBook 15 G3 Intel Xeon Quad-Core E3-1505M 2.80GHz Mobile Workstation - 16GB RAM; 512GB SSD; 15.6in LED FHD; Gigabit Ethernet; 802.11ac; Bluetooth; Webcam; TPM + Fingerprint Reader; 9-cell 90 Wh Li-Ion Polymer (V2W13UTABA)","HP Inc. ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 8 GB RAM - 256 GB SSD - DVD SuperMulti - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi; Bluetooth - kbd: US (V1H09UTABA)","HP Inc. Smart Buy ZBook 15 G3 Intel Xeon Quad-Core E3-1505M 2.80GHz Mobile Workstation - 16GB RAM; 512GB SSD; 15.6in LED FHD; Gigabit Ethernet; 802.11ac; Bluetooth; Webcam; TPM + Fingerprint Reader; 9-cell 90 Wh Li-Ion Polymer (V2W13UTABA)","0.7697840567911463","0.7697840567911463"
"WekaMatchingRule","techcrave_1806","bestbuy_286","0.9344262295081968",,"ASUS GL503VD-DB74 Intel Core i7 7700HQ 2.8GHz","ASUS - 15.6in Laptop - Intel Core i7 - 8GB Memory - 1TB Hard Drive + 128GB Solid State Drive - Metal Gold","ASUS GL503VD-DB74 Intel Core i7 7700HQ 2.8GHz","ASUS - 15.6in Laptop - Intel Core i7 - 8GB Memory - 1TB Hard Drive + 128GB Solid State Drive - Metal Gold","0.2","0.2","ASUS GL503VD-DB74 Intel Core i7 7700HQ 2.8GHz","ASUS - 15.6in Laptop - Intel Core i7 - 8GB Memory - 1TB Hard Drive + 128GB Solid State Drive - Metal Gold","ASUS GL503VD-DB74 Intel Core i7 7700HQ 2.8GHz","ASUS - 15.6in Laptop - Intel Core i7 - 8GB Memory - 1TB Hard Drive + 128GB Solid State Drive - Metal Gold","0.3333333333333333","0.3333333333333333","ASUS GL503VD-DB74 Intel Core i7 7700HQ 2.8GHz","ASUS - 15.6in Laptop - Intel Core i7 - 8GB Memory - 1TB Hard Drive + 128GB Solid State Drive - Metal Gold","ASUS GL503VD-DB74 Intel Core i7 7700HQ 2.8GHz","ASUS - 15.6in Laptop - Intel Core i7 - 8GB Memory - 1TB Hard Drive + 128GB Solid State Drive - Metal Gold","0.5859736166117716","0.5859736166117716"
"WekaMatchingRule","savingslots_381","massgenie_672","0.9344262295081968",,"Dell LATI5490FWFWM 14 i5 8350u 8gb 500gb sata","HP Business V1P90UT-ABA 1040 G3 i5 6200U 14 8 GB 256 GB Ultrabook Laptop","Dell LATI5490FWFWM 14 i5 8350u 8gb 500gb sata","HP Business V1P90UT-ABA 1040 G3 i5 6200U 14 8 GB 256 GB Ultrabook Laptop","0.21428571428571427","0.21428571428571427","Dell LATI5490FWFWM 14 i5 8350u 8gb 500gb sata","HP Business V1P90UT-ABA 1040 G3 i5 6200U 14 8 GB 256 GB Ultrabook Laptop","Dell LATI5490FWFWM 14 i5 8350u 8gb 500gb sata","HP Business V1P90UT-ABA 1040 G3 i5 6200U 14 8 GB 256 GB Ultrabook Laptop","0.11555555555555555","0.11555555555555555","Dell LATI5490FWFWM 14 i5 8350u 8gb 500gb sata","HP Business V1P90UT-ABA 1040 G3 i5 6200U 14 8 GB 256 GB Ultrabook Laptop","Dell LATI5490FWFWM 14 i5 8350u 8gb 500gb sata","HP Business V1P90UT-ABA 1040 G3 i5 6200U 14 8 GB 256 GB Ultrabook Laptop","0.6326645141497881","0.6326645141497881"
"WekaMatchingRule","savingslots_168","sdicraft_441","0.16666666666666666",,"Lenovo 20LD001GUS Ts x1 yoga gen3 i5 8gb 256gb","HP 15.6in ZBook 15 G4 Mobile Workstation","Lenovo 20LD001GUS Ts x1 yoga gen3 i5 8gb 256gb","HP 15.6in ZBook 15 G4 Mobile Workstation","0.0","0.0","Lenovo 20LD001GUS Ts x1 yoga gen3 i5 8gb 256gb","HP 15.6in ZBook 15 G4 Mobile Workstation","Lenovo 20LD001GUS Ts x1 yoga gen3 i5 8gb 256gb","HP 15.6in ZBook 15 G4 Mobile Workstation","0.07","0.07","Lenovo 20LD001GUS Ts x1 yoga gen3 i5 8gb 256gb","HP 15.6in ZBook 15 G4 Mobile Workstation","Lenovo 20LD001GUS Ts x1 yoga gen3 i5 8gb 256gb","HP 15.6in ZBook 15 G4 Mobile Workstation","0.4461111111111111","0.4461111111111111"
"WekaMatchingRule","sdicraft_468","savingslots_529","0.16666666666666666",,"HP 15.6in ZBook 15 G4 Mobile Workstation","ASUS TP412UADB51T 14  i5 8250u 8gb 256gb win 10","HP 15.6in ZBook 15 G4 Mobile Workstation","ASUS TP412UADB51T 14  i5 8250u 8gb 256gb win 10","0.0","0.0","HP 15.6in ZBook 15 G4 Mobile Workstation","ASUS TP412UADB51T 14  i5 8250u 8gb 256gb win 10","HP 15.6in ZBook 15 G4 Mobile Workstation","ASUS TP412UADB51T 14  i5 8250u 8gb 256gb win 10","0.075","0.075","HP 15.6in ZBook 15 G4 Mobile Workstation","ASUS TP412UADB51T 14  i5 8250u 8gb 256gb win 10","HP 15.6in ZBook 15 G4 Mobile Workstation","ASUS TP412UADB51T 14  i5 8250u 8gb 256gb win 10","0.6194444444444444","0.6194444444444444"
"WekaMatchingRule","savingslots_128","massgenie_373","0.9344262295081968",,"Dell I75777289BLK 15.6  i7 7700hq 16gb 512gb 1tb","Dell INS187209SA Factory Recertified Alienware 15R3 Gaming Laptop for Intel I7-7700HQ-CI7-2.80G Processor","Dell I75777289BLK 15.6  i7 7700hq 16gb 512gb 1tb","Dell INS187209SA Factory Recertified Alienware 15R3 Gaming Laptop for Intel I7-7700HQ-CI7-2.80G Processor","0.1935483870967742","0.1935483870967742","Dell I75777289BLK 15.6  i7 7700hq 16gb 512gb 1tb","Dell INS187209SA Factory Recertified Alienware 15R3 Gaming Laptop for Intel I7-7700HQ-CI7-2.80G Processor","Dell I75777289BLK 15.6  i7 7700hq 16gb 512gb 1tb","Dell INS187209SA Factory Recertified Alienware 15R3 Gaming Laptop for Intel I7-7700HQ-CI7-2.80G Processor","0.175","0.175","Hp inc. - sb notebooks v1h19utaba smart buy elitebook 850 g3","Acer E5-575-33BM Aspire 15 15.6-Inch Full HD Notebook (Intel Core i3-7100U Processor 7th Generation ; 4GB DDR4; 1TB 5400RPM Hard Drive; Intel Graphics 620; Windows 10 Home); Obsidian Black","Hp inc. - sb notebooks v1h19utaba smart buy elitebook 850 g3","Acer E5-575-33BM Aspire 15 15.6-Inch Full HD Notebook (Intel Core i3-7100U Processor 7th Generation ; 4GB DDR4; 1TB 5400RPM Hard Drive; Intel Graphics 620; Windows 10 Home); Obsidian Black","0.5560890600749512","0.5560890600749512"
"WekaMatchingRule","antonline_158","abt_5","0.16666666666666666",,"HP Pavilion 15.6in IPS Laptop Intel Core i5 (8th Gen) Quad Core 8GB RAM 1TB HDD Ceramic White","Asus Chromebook C202 Dark Blue/Silver Laptop Computer","HP Pavilion 15.6in IPS Laptop Intel Core i5 (8th Gen) Quad Core 8GB RAM 1TB HDD Ceramic White","Asus Chromebook C202 Dark Blue/Silver Laptop Computer","0.03333333333333333","0.03333333333333333","HP Pavilion 15.6in IPS Laptop Intel Core i5 (8th Gen) Quad Core 8GB RAM 1TB HDD Ceramic White","Asus Chromebook C202 Dark Blue/Silver Laptop Computer","HP Pavilion 15.6in IPS Laptop Intel Core i5 (8th Gen) Quad Core 8GB RAM 1TB HDD Ceramic White","Asus Chromebook C202 Dark Blue/Silver Laptop Computer","0.1509433962264151","0.1509433962264151","HP Pavilion 15.6in IPS Laptop Intel Core i5 (8th Gen) Quad Core 8GB RAM 1TB HDD Ceramic White","Asus Chromebook C202 Dark Blue/Silver Laptop Computer","HP Pavilion 15.6in IPS Laptop Intel Core i5 (8th Gen) Quad Core 8GB RAM 1TB HDD Ceramic White","Asus Chromebook C202 Dark Blue/Silver Laptop Computer","0.4121880516208468","0.4121880516208468"
"WekaMatchingRule","walmart_735","truecurate_480","0.9344262295081968",,"Acer Aspire E 15; 15.6in Full HD; 7th Gen Intel Core i3-7100U; 4GB DDR4; 1TB HDD; Windows 10 Home; E5-575-33BM","Acer E5-575-33BM Aspire 15 15.6-Inch Full HD Notebook (Intel Core i3-7100U Processor 7th Generation ; 4GB DDR4; 1TB 5400RPM Hard Drive; Intel Graphics 620; Windows 10 Home); Obsidian Black","Acer Aspire E 15; 15.6in Full HD; 7th Gen Intel Core i3-7100U; 4GB DDR4; 1TB HDD; Windows 10 Home; E5-575-33BM","Acer E5-575-33BM Aspire 15 15.6-Inch Full HD Notebook (Intel Core i3-7100U Processor 7th Generation ; 4GB DDR4; 1TB 5400RPM Hard Drive; Intel Graphics 620; Windows 10 Home); Obsidian Black","0.6428571428571429","0.6428571428571429","Acer Aspire E 15; 15.6in Full HD; 7th Gen Intel Core i3-7100U; 4GB DDR4; 1TB HDD; Windows 10 Home; E5-575-33BM","Acer E5-575-33BM Aspire 15 15.6-Inch Full HD Notebook (Intel Core i3-7100U Processor 7th Generation ; 4GB DDR4; 1TB 5400RPM Hard Drive; Intel Graphics 620; Windows 10 Home); Obsidian Black","Acer Aspire E 15; 15.6in Full HD; 7th Gen Intel Core i3-7100U; 4GB DDR4; 1TB HDD; Windows 10 Home; E5-575-33BM","Acer E5-575-33BM Aspire 15 15.6-Inch Full HD Notebook (Intel Core i3-7100U Processor 7th Generation ; 4GB DDR4; 1TB 5400RPM Hard Drive; Intel Graphics 620; Windows 10 Home); Obsidian Black","0.1890909090909091","0.1890909090909091","Acer Aspire E 15; 15.6in Full HD; 7th Gen Intel Core i3-7100U; 4GB DDR4; 1TB HDD; Windows 10 Home; E5-575-33BM","Acer E5-575-33BM Aspire 15 15.6-Inch Full HD Notebook (Intel Core i3-7100U Processor 7th Generation ; 4GB DDR4; 1TB 5400RPM Hard Drive; Intel Graphics 620; Windows 10 Home); Obsidian Black","Acer Aspire E 15; 15.6in Full HD; 7th Gen Intel Core i3-7100U; 4GB DDR4; 1TB HDD; Windows 10 Home; E5-575-33BM","Acer E5-575-33BM Aspire 15 15.6-Inch Full HD Notebook (Intel Core i3-7100U Processor 7th Generation ; 4GB DDR4; 1TB 5400RPM Hard Drive; Intel Graphics 620; Windows 10 Home); Obsidian Black","0.8624403856519117","0.8624403856519117"
